tollgate_id,time_window,direction,volume,volume2,has_etc,has_etc2,vehicle_model_0,vehicle_model_1,vehicle_model_2,vehicle_model_3,vehicle_model_4,vehicle_model_5,vehicle_model_6,vehicle_model_7,vehicle_type_0,vehicle_type_1
1,2016/9/23 10:20,0,53,58,6,16,0,49,4,0,0,0,0,0,0,0
1,2016/9/23 10:40,0,56,53,15,6,0,52,3,1,0,0,0,0,0,0
1,2016/9/23 11:00,0,56,56,14,15,0,52,3,1,0,0,0,0,0,0
1,2016/9/23 11:20,0,45,56,9,14,0,38,7,0,0,0,0,0,0,0
1,2016/9/23 11:40,0,41,45,15,9,0,37,4,0,0,0,0,0,0,0
1,2016/9/23 12:00,0,56,41,17,15,0,50,6,0,0,0,0,0,0,0
1,2016/9/23 12:20,0,51,56,16,17,0,44,6,1,0,0,0,0,0,0
1,2016/9/23 12:40,0,61,51,23,16,0,50,6,3,2,0,0,0,0,0
1,2016/9/23 13:00,0,57,61,15,23,0,52,4,0,1,0,0,0,0,0
1,2016/9/23 13:20,0,67,57,15,15,0,63,4,0,0,0,0,0,0,0
1,2016/9/23 13:40,0,45,67,11,15,0,41,4,0,0,0,0,0,0,0
1,2016/9/23 14:00,0,58,45,12,11,0,53,3,2,0,0,0,0,0,0
1,2016/9/23 14:20,0,53,58,12,12,0,45,8,0,0,0,0,0,0,0
1,2016/9/23 14:40,0,59,53,6,12,0,55,4,0,0,0,0,0,0,0
1,2016/9/23 15:00,0,47,59,14,6,0,43,3,0,1,0,0,0,0,0
1,2016/9/23 15:20,0,66,47,18,14,0,62,3,1,0,0,0,0,0,0
1,2016/9/23 15:40,0,78,66,25,18,0,68,9,1,0,0,0,0,0,0
1,2016/9/23 16:00,0,76,78,23,25,0,71,4,1,0,0,0,0,0,0
1,2016/9/23 16:20,0,86,76,28,23,0,83,3,0,0,0,0,0,0,0
1,2016/9/23 16:40,0,44,86,19,28,0,43,1,0,0,0,0,0,0,0
1,2016/9/23 17:00,0,45,44,9,19,0,41,3,0,1,0,0,0,0,0
1,2016/9/23 17:20,0,38,45,7,9,0,35,3,0,0,0,0,0,0,0
1,2016/9/23 17:40,0,46,38,11,7,0,45,1,0,0,0,0,0,0,0
1,2016/9/23 18:00,0,40,46,13,11,0,36,3,1,0,0,0,0,0,0
1,2016/9/23 18:20,0,45,40,14,13,0,44,1,0,0,0,0,0,0,0
1,2016/9/23 18:40,0,32,45,5,14,0,29,3,0,0,0,0,0,0,0
1,2016/9/23 19:00,0,29,32,5,5,0,28,1,0,0,0,0,0,0,0
1,2016/9/23 19:20,0,23,29,7,5,0,20,2,1,0,0,0,0,0,0
1,2016/9/23 19:40,0,32,23,8,7,0,31,1,0,0,0,0,0,0,0
1,2016/9/23 20:00,0,27,32,9,8,0,27,0,0,0,0,0,0,0,0
1,2016/9/23 20:20,0,25,27,10,9,0,25,0,0,0,0,0,0,0,0
1,2016/9/23 20:40,0,28,25,5,10,0,26,2,0,0,0,0,0,0,0
1,2016/9/23 21:00,0,15,28,5,5,0,14,1,0,0,0,0,0,0,0
1,2016/9/23 21:20,0,25,15,4,5,0,21,4,0,0,0,0,0,0,0
1,2016/9/23 21:40,0,21,25,3,4,0,19,2,0,0,0,0,0,0,0
1,2016/9/23 22:00,0,21,21,4,3,0,21,0,0,0,0,0,0,0,0
1,2016/9/23 22:20,0,9,21,3,4,0,8,1,0,0,0,0,0,0,0
1,2016/9/23 22:40,0,12,9,3,3,0,11,1,0,0,0,0,0,0,0
1,2016/9/23 23:00,0,4,12,1,3,0,3,1,0,0,0,0,0,0,0
1,2016/9/23 23:20,0,1,4,0,1,0,1,0,0,0,0,0,0,0,0
1,2016/9/23 23:40,0,6,1,2,0,0,5,1,0,0,0,0,0,0,0
1,2016/9/24 0:00,0,9,6,1,2,0,7,1,1,0,0,0,0,0,0
1,2016/9/24 0:20,0,12,9,1,1,0,9,1,1,0,1,0,0,0,0
1,2016/9/24 0:40,0,6,12,1,1,0,5,0,1,0,0,0,0,0,0
1,2016/9/24 1:00,0,14,6,1,1,0,12,0,1,0,1,0,0,0,0
1,2016/9/24 1:20,0,6,14,1,1,0,3,1,1,0,1,0,0,0,0
1,2016/9/24 1:40,0,10,6,0,1,0,5,3,1,0,1,0,0,0,0
1,2016/9/24 2:00,0,10,10,2,0,0,4,4,1,0,1,0,0,0,0
1,2016/9/24 2:20,0,4,10,1,2,0,2,1,1,0,0,0,0,0,0
1,2016/9/24 2:40,0,8,4,1,1,0,5,1,1,0,1,0,0,0,0
1,2016/9/24 3:00,0,11,8,3,1,0,7,1,2,0,1,0,0,0,0
1,2016/9/24 3:20,0,10,11,1,3,0,9,1,0,0,0,0,0,0,0
1,2016/9/24 3:40,0,14,10,3,1,0,10,2,1,0,1,0,0,0,0
1,2016/9/24 4:00,0,6,14,0,3,0,2,2,1,0,1,0,0,0,0
1,2016/9/24 4:20,0,11,6,0,0,0,5,4,1,1,0,0,0,0,0
1,2016/9/24 4:40,0,20,11,1,0,0,12,3,1,0,4,0,0,0,0
1,2016/9/24 5:00,0,4,20,0,1,0,3,1,0,0,0,0,0,0,0
1,2016/9/24 5:20,0,5,4,0,0,0,3,2,0,0,0,0,0,0,0
1,2016/9/24 5:40,0,9,5,0,0,0,5,4,0,0,0,0,0,0,0
1,2016/9/24 6:00,0,8,9,1,0,0,6,2,0,0,0,0,0,0,0
1,2016/9/24 6:20,0,19,8,6,1,0,16,2,1,0,0,0,0,0,0
1,2016/9/24 6:40,0,24,19,7,6,0,16,7,1,0,0,0,0,0,0
1,2016/9/24 7:00,0,28,24,7,7,0,24,3,1,0,0,0,0,0,0
1,2016/9/24 7:20,0,33,28,9,7,0,31,2,0,0,0,0,0,0,0
1,2016/9/24 7:40,0,35,33,5,9,0,30,5,0,0,0,0,0,0,0
1,2016/9/24 8:00,0,43,35,12,5,0,37,5,1,0,0,0,0,0,0
1,2016/9/24 8:20,0,64,43,17,12,0,54,6,3,1,0,0,0,0,0
1,2016/9/24 8:40,0,71,64,21,17,0,65,5,1,0,0,0,0,0,0
1,2016/9/24 9:00,0,52,71,13,21,0,46,5,1,0,0,0,0,0,0
1,2016/9/24 9:20,0,68,52,21,13,0,63,4,1,0,0,0,0,0,0
1,2016/9/24 9:40,0,66,68,21,21,0,63,2,1,0,0,0,0,0,0
1,2016/9/24 10:00,0,56,66,10,21,0,52,4,0,0,0,0,0,0,0
1,2016/9/24 10:20,0,70,56,10,10,0,66,3,1,0,0,0,0,0,0
1,2016/9/24 10:40,0,54,70,12,10,0,49,5,0,0,0,0,0,0,0
1,2016/9/24 11:00,0,54,54,13,12,0,52,1,0,1,0,0,0,0,0
1,2016/9/24 11:20,0,58,54,10,13,0,53,4,1,0,0,0,0,0,0
1,2016/9/24 11:40,0,47,58,6,10,0,37,8,0,2,0,0,0,0,0
1,2016/9/24 12:00,0,49,47,12,6,0,46,3,0,0,0,0,0,0,0
1,2016/9/24 12:20,0,31,49,8,12,0,24,5,2,0,0,0,0,0,0
1,2016/9/24 12:40,0,55,31,13,8,0,49,4,1,1,0,0,0,0,0
1,2016/9/24 13:00,0,41,55,10,13,0,38,3,0,0,0,0,0,0,0
1,2016/9/24 13:20,0,42,41,10,10,0,39,2,1,0,0,0,0,0,0
1,2016/9/24 13:40,0,64,42,28,10,0,60,0,1,3,0,0,0,0,0
1,2016/9/24 14:00,0,56,64,21,28,0,51,2,2,1,0,0,0,0,0
1,2016/9/24 14:20,0,55,56,15,21,0,48,6,0,1,0,0,0,0,0
1,2016/9/24 14:40,0,78,55,19,15,0,70,6,0,2,0,0,0,0,0
1,2016/9/24 15:00,0,55,78,12,19,0,52,2,1,0,0,0,0,0,0
1,2016/9/24 15:20,0,63,55,15,12,0,56,7,0,0,0,0,0,0,0
1,2016/9/24 15:40,0,66,63,20,15,0,61,4,1,0,0,0,0,0,0
1,2016/9/24 16:00,0,81,66,14,20,0,78,1,1,1,0,0,0,0,0
1,2016/9/24 16:20,0,59,81,14,14,0,57,2,0,0,0,0,0,0,0
1,2016/9/24 16:40,0,48,59,19,14,0,45,2,1,0,0,0,0,0,0
1,2016/9/24 17:00,0,73,48,23,19,0,69,3,0,1,0,0,0,0,0
1,2016/9/24 17:20,0,55,73,16,23,0,52,2,0,1,0,0,0,0,0
1,2016/9/24 17:40,0,32,55,8,16,0,30,2,0,0,0,0,0,0,0
1,2016/9/24 18:00,0,42,32,7,8,0,42,0,0,0,0,0,0,0,0
1,2016/9/24 18:20,0,35,42,3,7,0,32,3,0,0,0,0,0,0,0
1,2016/9/24 18:40,0,54,35,7,3,0,50,3,0,1,0,0,0,0,0
1,2016/9/24 19:00,0,32,54,12,7,0,29,2,1,0,0,0,0,0,0
1,2016/9/24 19:20,0,47,32,5,12,0,44,3,0,0,0,0,0,0,0
1,2016/9/24 19:40,0,21,47,3,5,0,20,1,0,0,0,0,0,0,0
1,2016/9/24 20:00,0,23,21,7,3,0,22,1,0,0,0,0,0,0,0
1,2016/9/24 20:20,0,28,23,5,7,0,25,3,0,0,0,0,0,0,0
1,2016/9/24 20:40,0,30,28,10,5,0,28,2,0,0,0,0,0,0,0
1,2016/9/24 21:00,0,23,30,9,10,0,20,3,0,0,0,0,0,0,0
1,2016/9/24 21:20,0,23,23,4,9,0,21,2,0,0,0,0,0,0,0
1,2016/9/24 21:40,0,16,23,3,4,0,15,1,0,0,0,0,0,0,0
1,2016/9/24 22:00,0,16,16,2,3,0,16,0,0,0,0,0,0,0,0
1,2016/9/24 22:20,0,13,16,3,2,0,11,2,0,0,0,0,0,0,0
1,2016/9/24 22:40,0,15,13,1,3,0,13,2,0,0,0,0,0,0,0
1,2016/9/24 23:00,0,6,15,1,1,0,5,1,0,0,0,0,0,0,0
1,2016/9/24 23:20,0,10,6,2,1,0,7,3,0,0,0,0,0,0,0
1,2016/9/24 23:40,0,4,10,2,2,0,2,1,0,1,0,0,0,0,0
1,2016/9/25 0:00,0,14,4,0,2,0,10,0,1,0,3,0,0,0,0
1,2016/9/25 0:20,0,8,14,1,0,0,5,1,1,0,1,0,0,0,0
1,2016/9/25 0:40,0,7,8,1,1,0,4,0,1,1,1,0,0,0,0
1,2016/9/25 1:00,0,8,7,0,1,0,6,0,0,1,1,0,0,0,0
1,2016/9/25 1:20,0,6,8,0,0,0,2,0,3,0,1,0,0,0,0
1,2016/9/25 1:40,0,2,6,0,0,0,1,0,1,0,0,0,0,0,0
1,2016/9/25 2:00,0,5,2,1,0,0,5,0,0,0,0,0,0,0,0
1,2016/9/25 2:20,0,10,5,2,1,0,7,1,0,0,2,0,0,0,0
1,2016/9/25 2:40,0,8,10,0,2,0,1,1,1,0,5,0,0,0,0
1,2016/9/25 3:00,0,5,8,0,0,0,3,1,0,0,1,0,0,0,0
1,2016/9/25 3:20,0,6,5,0,0,0,3,0,3,0,0,0,0,0,0
1,2016/9/25 3:40,0,11,6,2,0,0,9,1,1,0,0,0,0,0,0
1,2016/9/25 4:00,0,7,11,0,2,0,2,1,3,0,1,0,0,0,0
1,2016/9/25 4:20,0,7,7,1,0,0,6,1,0,0,0,0,0,0,0
1,2016/9/25 4:40,0,13,7,0,1,0,7,3,0,0,3,0,0,0,0
1,2016/9/25 5:00,0,9,13,2,0,0,8,1,0,0,0,0,0,0,0
1,2016/9/25 5:20,0,6,9,1,2,0,5,1,0,0,0,0,0,0,0
1,2016/9/25 5:40,0,8,6,3,1,0,6,2,0,0,0,0,0,0,0
1,2016/9/25 6:00,0,10,8,1,3,0,8,2,0,0,0,0,0,0,0
1,2016/9/25 6:20,0,12,10,3,1,0,8,4,0,0,0,0,0,0,0
1,2016/9/25 6:40,0,26,12,5,3,0,16,8,2,0,0,0,0,0,0
1,2016/9/25 7:00,0,20,26,4,5,0,14,5,1,0,0,0,0,0,0
1,2016/9/25 7:20,0,22,20,4,4,0,19,3,0,0,0,0,0,0,0
1,2016/9/25 7:40,0,33,22,8,4,0,28,2,0,3,0,0,0,0,0
1,2016/9/25 8:00,0,35,33,7,8,0,30,3,0,2,0,0,0,0,0
1,2016/9/25 8:20,0,40,35,10,7,0,34,4,1,1,0,0,0,0,0
1,2016/9/25 8:40,0,50,40,15,10,0,46,4,0,0,0,0,0,0,0
1,2016/9/25 9:00,0,41,50,9,15,0,35,5,1,0,0,0,0,0,0
1,2016/9/25 9:20,0,42,41,8,9,0,38,3,0,1,0,0,0,0,0
1,2016/9/25 9:40,0,49,42,9,8,0,45,3,1,0,0,0,0,0,0
1,2016/9/25 10:00,0,50,49,12,9,0,46,3,1,0,0,0,0,0,0
1,2016/9/25 10:20,0,47,50,14,12,0,44,2,1,0,0,0,0,0,0
1,2016/9/25 10:40,0,55,47,10,14,0,50,5,0,0,0,0,0,0,0
1,2016/9/25 11:00,0,55,55,14,10,0,53,2,0,0,0,0,0,0,0
1,2016/9/25 11:20,0,54,55,11,14,0,49,2,3,0,0,0,0,0,0
1,2016/9/25 11:40,0,29,54,13,11,0,28,1,0,0,0,0,0,0,0
1,2016/9/25 12:00,0,47,29,12,13,0,43,3,0,1,0,0,0,0,0
1,2016/9/25 12:20,0,58,47,18,12,0,51,3,1,3,0,0,0,0,0
1,2016/9/25 12:40,0,46,58,14,18,0,43,2,1,0,0,0,0,0,0
1,2016/9/25 13:00,0,57,46,18,14,0,49,0,3,5,0,0,0,0,0
1,2016/9/25 13:20,0,56,57,16,18,0,51,4,0,1,0,0,0,0,0
1,2016/9/25 13:40,0,60,56,18,16,0,56,3,1,0,0,0,0,0,0
1,2016/9/25 14:00,0,72,60,21,18,0,64,6,2,0,0,0,0,0,0
1,2016/9/25 14:20,0,59,72,20,21,0,51,5,1,2,0,0,0,0,0
1,2016/9/25 14:40,0,85,59,24,20,0,80,3,1,1,0,0,0,0,0
1,2016/9/25 15:00,0,65,85,15,24,0,63,2,0,0,0,0,0,0,0
1,2016/9/25 15:20,0,61,65,16,15,0,54,5,1,1,0,0,0,0,0
1,2016/9/25 15:40,0,52,61,11,16,0,49,3,0,0,0,0,0,0,0
1,2016/9/25 16:00,0,70,52,19,11,0,63,5,0,2,0,0,0,0,0
1,2016/9/25 16:20,0,63,70,23,19,0,60,1,2,0,0,0,0,0,0
1,2016/9/25 16:40,0,73,63,18,23,0,70,2,0,1,0,0,0,0,0
1,2016/9/25 17:00,0,63,73,20,18,0,61,1,1,0,0,0,0,0,0
1,2016/9/25 17:20,0,49,63,12,20,0,48,1,0,0,0,0,0,0,0
1,2016/9/25 17:40,0,42,49,8,12,0,42,0,0,0,0,0,0,0,0
1,2016/9/25 18:00,0,56,42,15,8,0,56,0,0,0,0,0,0,0,0
1,2016/9/25 18:20,0,38,56,16,15,0,35,2,1,0,0,0,0,0,0
1,2016/9/25 18:40,0,31,38,6,16,0,28,3,0,0,0,0,0,0,0
1,2016/9/25 19:00,0,37,31,18,6,1,33,1,1,1,0,0,0,0,0
1,2016/9/25 19:20,0,42,37,18,18,0,40,2,0,0,0,0,0,0,0
1,2016/9/25 19:40,0,28,42,7,18,0,26,2,0,0,0,0,0,0,0
1,2016/9/25 20:00,0,35,28,12,7,0,32,3,0,0,0,0,0,0,0
1,2016/9/25 20:20,0,28,35,8,12,0,27,1,0,0,0,0,0,0,0
1,2016/9/25 20:40,0,22,28,6,8,0,19,3,0,0,0,0,0,0,0
1,2016/9/25 21:00,0,23,22,7,6,0,21,2,0,0,0,0,0,0,0
1,2016/9/25 21:20,0,19,23,5,7,0,16,3,0,0,0,0,0,0,0
1,2016/9/25 21:40,0,18,19,5,5,0,18,0,0,0,0,0,0,0,0
1,2016/9/25 22:00,0,16,18,4,5,0,15,1,0,0,0,0,0,0,0
1,2016/9/25 22:20,0,17,16,2,4,0,16,1,0,0,0,0,0,0,0
1,2016/9/25 22:40,0,13,17,2,2,0,10,3,0,0,0,0,0,0,0
1,2016/9/25 23:00,0,10,13,1,2,0,9,1,0,0,0,0,0,0,0
1,2016/9/25 23:20,0,13,10,1,1,0,12,1,0,0,0,0,0,0,0
1,2016/9/25 23:40,0,9,13,3,1,0,8,1,0,0,0,0,0,0,0
1,2016/9/26 0:00,0,9,9,2,3,0,8,0,0,0,1,0,0,0,0
1,2016/9/26 0:20,0,6,9,1,2,0,5,0,0,0,1,0,0,0,0
1,2016/9/26 0:40,0,11,6,0,1,0,6,1,1,0,3,0,0,0,0
1,2016/9/26 1:00,0,2,11,0,0,0,2,0,0,0,0,0,0,0,0
1,2016/9/26 1:20,0,2,2,1,0,0,1,0,0,0,1,0,0,0,0
1,2016/9/26 1:40,0,7,2,0,1,0,4,0,1,0,2,0,0,0,0
1,2016/9/26 2:00,0,8,7,1,0,0,4,0,1,0,3,0,0,0,0
1,2016/9/26 2:20,0,9,8,1,1,0,3,2,1,0,3,0,0,0,0
1,2016/9/26 2:40,0,5,9,0,1,0,1,0,0,0,4,0,0,0,0
1,2016/9/26 3:00,0,9,5,2,0,0,4,1,0,2,2,0,0,0,0
1,2016/9/26 3:20,0,6,9,1,2,0,2,1,1,0,2,0,0,0,0
1,2016/9/26 3:40,0,8,6,0,1,0,5,0,0,0,3,0,0,0,0
1,2016/9/26 4:00,0,7,8,0,0,0,5,2,0,0,0,0,0,0,0
1,2016/9/26 4:20,0,13,7,0,0,0,7,5,0,0,1,0,0,0,0
1,2016/9/26 4:40,0,13,13,1,0,0,7,3,1,0,2,0,0,0,0
1,2016/9/26 5:00,0,6,13,0,1,0,4,2,0,0,0,0,0,0,0
1,2016/9/26 5:20,0,4,6,1,0,0,3,1,0,0,0,0,0,0,0
1,2016/9/26 5:40,0,10,4,0,1,0,7,3,0,0,0,0,0,0,0
1,2016/9/26 6:00,0,13,10,2,0,0,11,2,0,0,0,0,0,0,0
1,2016/9/26 6:20,0,23,13,7,2,0,23,0,0,0,0,0,0,0,0
1,2016/9/26 6:40,0,39,23,14,7,0,32,5,1,1,0,0,0,0,0
1,2016/9/26 7:00,0,44,39,12,14,0,36,7,0,1,0,0,0,0,0
1,2016/9/26 7:20,0,39,44,10,12,0,37,2,0,0,0,0,0,0,0
1,2016/9/26 7:40,0,46,39,19,10,0,44,2,0,0,0,0,0,0,0
1,2016/9/26 8:00,0,49,46,15,19,0,42,5,2,0,0,0,0,0,0
1,2016/9/26 8:20,0,52,49,15,15,0,49,3,0,0,0,0,0,0,0
1,2016/9/26 8:40,0,45,52,15,15,0,43,1,1,0,0,0,0,0,0
1,2016/9/26 9:00,0,48,45,14,15,0,43,5,0,0,0,0,0,0,0
1,2016/9/26 9:20,0,52,48,14,14,0,48,3,1,0,0,0,0,0,0
1,2016/9/26 9:40,0,51,52,7,14,0,42,8,1,0,0,0,0,0,0
1,2016/9/26 10:00,0,47,51,13,7,0,44,2,1,0,0,0,0,0,0
1,2016/9/26 10:20,0,52,47,15,13,0,48,4,0,0,0,0,0,0,0
1,2016/9/26 10:40,0,36,52,5,15,0,32,3,0,1,0,0,0,0,0
1,2016/9/26 11:00,0,36,36,13,5,0,30,3,1,2,0,0,0,0,0
1,2016/9/26 11:20,0,35,36,4,13,0,30,3,2,0,0,0,0,0,0
1,2016/9/26 11:40,0,52,35,14,4,0,41,10,0,1,0,0,0,0,0
1,2016/9/26 12:00,0,48,52,8,14,0,45,3,0,0,0,0,0,0,0
1,2016/9/26 12:20,0,37,48,8,8,0,35,0,2,0,0,0,0,0,0
1,2016/9/26 12:40,0,48,37,17,8,0,42,6,0,0,0,0,0,0,0
1,2016/9/26 13:00,0,54,48,15,17,0,49,2,2,1,0,0,0,0,0
1,2016/9/26 13:20,0,49,54,13,15,0,46,2,1,0,0,0,0,0,0
1,2016/9/26 13:40,0,49,49,17,13,0,44,5,0,0,0,0,0,0,0
1,2016/9/26 14:00,0,44,49,11,17,0,42,1,1,0,0,0,0,0,0
1,2016/9/26 14:20,0,29,44,11,11,0,25,3,1,0,0,0,0,0,0
1,2016/9/26 14:40,0,63,29,19,11,0,56,7,0,0,0,0,0,0,0
1,2016/9/26 15:00,0,33,63,7,19,0,29,3,0,1,0,0,0,0,0
1,2016/9/26 15:20,0,51,33,11,7,0,47,2,2,0,0,0,0,0,0
1,2016/9/26 15:40,0,43,51,8,11,0,37,6,0,0,0,0,0,0,0
1,2016/9/26 16:00,0,44,43,14,8,0,38,5,0,1,0,0,0,0,0
1,2016/9/26 16:20,0,56,44,16,14,0,53,2,0,1,0,0,0,0,0
1,2016/9/26 16:40,0,46,56,13,16,0,43,3,0,0,0,0,0,0,0
1,2016/9/26 17:00,0,47,46,12,13,0,43,3,1,0,0,0,0,0,0
1,2016/9/26 17:20,0,42,47,10,12,0,41,0,0,1,0,0,0,0,0
1,2016/9/26 17:40,0,30,42,11,10,0,30,0,0,0,0,0,0,0,0
1,2016/9/26 18:00,0,33,30,17,11,0,24,1,1,7,0,0,0,0,0
1,2016/9/26 18:20,0,22,33,4,17,0,22,0,0,0,0,0,0,0,0
1,2016/9/26 18:40,0,29,22,8,4,0,27,2,0,0,0,0,0,0,0
1,2016/9/26 19:00,0,31,29,9,8,0,29,1,1,0,0,0,0,0,0
1,2016/9/26 19:20,0,15,31,1,9,0,12,3,0,0,0,0,0,0,0
1,2016/9/26 19:40,0,22,15,4,1,0,21,1,0,0,0,0,0,0,0
1,2016/9/26 20:00,0,19,22,2,4,0,18,1,0,0,0,0,0,0,0
1,2016/9/26 20:20,0,19,19,6,2,0,18,1,0,0,0,0,0,0,0
1,2016/9/26 20:40,0,24,19,9,6,0,23,1,0,0,0,0,0,0,0
1,2016/9/26 21:00,0,14,24,2,9,0,13,1,0,0,0,0,0,0,0
1,2016/9/26 21:20,0,19,14,3,2,0,16,3,0,0,0,0,0,0,0
1,2016/9/26 21:40,0,10,19,6,3,0,10,0,0,0,0,0,0,0,0
1,2016/9/26 22:00,0,10,10,2,6,0,8,2,0,0,0,0,0,0,0
1,2016/9/26 22:20,0,12,10,4,2,0,12,0,0,0,0,0,0,0,0
1,2016/9/26 22:40,0,5,12,1,4,0,3,2,0,0,0,0,0,0,0
1,2016/9/26 23:00,0,3,5,2,1,0,3,0,0,0,0,0,0,0,0
1,2016/9/26 23:20,0,6,3,3,2,0,4,1,0,1,0,0,0,0,0
1,2016/9/26 23:40,0,4,6,0,3,0,4,0,0,0,0,0,0,0,0
1,2016/9/27 0:00,0,12,4,1,0,0,6,4,0,2,0,0,0,0,0
1,2016/9/27 0:20,0,20,12,1,1,0,11,2,3,3,1,0,0,0,0
1,2016/9/27 0:40,0,8,20,0,1,0,5,2,0,0,1,0,0,0,0
1,2016/9/27 1:00,0,5,8,0,0,0,3,0,1,1,0,0,0,0,0
1,2016/9/27 1:20,0,8,5,1,0,0,2,1,1,2,2,0,0,0,0
1,2016/9/27 1:40,0,6,8,1,1,0,5,1,0,0,0,0,0,0,0
1,2016/9/27 2:00,0,7,6,1,1,0,1,6,0,0,0,0,0,0,0
1,2016/9/27 2:20,0,5,7,1,1,0,1,2,1,0,1,0,0,0,0
1,2016/9/27 2:40,0,8,5,0,1,0,4,0,0,1,3,0,0,0,0
1,2016/9/27 3:00,0,9,8,1,0,0,6,2,0,0,1,0,0,0,0
1,2016/9/27 3:20,0,7,9,0,1,0,4,0,1,0,2,0,0,0,0
1,2016/9/27 3:40,0,6,7,0,0,0,3,2,0,0,1,0,0,0,0
1,2016/9/27 4:00,0,16,6,0,0,0,6,2,6,0,2,0,0,0,0
1,2016/9/27 4:20,0,11,16,1,0,0,4,2,1,1,3,0,0,0,0
1,2016/9/27 4:40,0,16,11,1,1,0,8,1,1,0,6,0,0,0,0
1,2016/9/27 5:00,0,6,16,2,1,1,4,1,0,0,0,0,0,0,0
1,2016/9/27 5:20,0,4,6,1,2,0,3,1,0,0,0,0,0,0,0
1,2016/9/27 5:40,0,10,4,2,1,0,5,5,0,0,0,0,0,0,0
1,2016/9/27 6:00,0,12,10,3,2,0,10,2,0,0,0,0,0,0,0
1,2016/9/27 6:20,0,20,12,1,3,0,15,5,0,0,0,0,0,0,0
1,2016/9/27 6:40,0,35,20,8,1,0,24,9,1,1,0,0,0,0,0
1,2016/9/27 7:00,0,56,35,8,8,0,47,7,0,1,1,0,0,0,0
1,2016/9/27 7:20,0,50,56,9,8,0,46,4,0,0,0,0,0,0,0
1,2016/9/27 7:40,0,41,50,14,9,0,39,2,0,0,0,0,0,0,0
1,2016/9/27 8:00,0,60,41,25,14,0,51,8,1,0,0,0,0,0,0
1,2016/9/27 8:20,0,45,60,11,25,0,39,5,0,1,0,0,0,0,0
1,2016/9/27 8:40,0,64,45,18,11,0,59,4,1,0,0,0,0,0,0
1,2016/9/27 9:00,0,58,64,16,18,0,56,1,1,0,0,0,0,0,0
1,2016/9/27 9:20,0,65,58,21,16,0,64,1,0,0,0,0,0,0,0
1,2016/9/27 9:40,0,45,65,8,21,0,43,2,0,0,0,0,0,0,0
1,2016/9/27 10:00,0,50,45,16,8,0,47,3,0,0,0,0,0,0,0
1,2016/9/27 10:20,0,35,50,8,16,0,29,6,0,0,0,0,0,0,0
1,2016/9/27 10:40,0,58,35,14,8,0,50,6,1,0,0,0,1,0,0
1,2016/9/27 11:00,0,31,58,3,14,0,27,4,0,0,0,0,0,0,0
1,2016/9/27 11:20,0,47,31,9,3,0,40,6,1,0,0,0,0,0,0
1,2016/9/27 11:40,0,33,47,5,9,0,29,4,0,0,0,0,0,0,0
1,2016/9/27 12:00,0,34,33,8,5,0,30,2,0,2,0,0,0,0,0
1,2016/9/27 12:20,0,44,34,12,8,0,39,4,1,0,0,0,0,0,0
1,2016/9/27 12:40,0,37,44,8,12,0,33,4,0,0,0,0,0,0,0
1,2016/9/27 13:00,0,57,37,15,8,0,49,5,3,0,0,0,0,0,0
1,2016/9/27 13:20,0,54,57,15,15,0,47,7,0,0,0,0,0,0,0
1,2016/9/27 13:40,0,90,54,16,15,0,78,8,0,2,2,0,0,0,0
1,2016/9/27 14:00,0,54,90,12,16,0,47,4,2,1,0,0,0,0,0
1,2016/9/27 14:20,0,47,54,12,12,0,43,4,0,0,0,0,0,0,0
1,2016/9/27 14:40,0,38,47,4,12,0,36,2,0,0,0,0,0,0,0
1,2016/9/27 15:00,0,39,38,13,4,0,37,2,0,0,0,0,0,0,0
1,2016/9/27 15:20,0,47,39,15,13,0,43,3,1,0,0,0,0,0,0
1,2016/9/27 15:40,0,44,47,11,15,0,39,4,0,0,0,0,1,0,0
1,2016/9/27 16:00,0,58,44,16,11,1,55,1,0,1,0,0,0,0,0
1,2016/9/27 16:20,0,53,58,17,16,0,48,4,0,1,0,0,0,0,0
1,2016/9/27 16:40,0,48,53,11,17,0,46,1,0,1,0,0,0,0,0
1,2016/9/27 17:00,0,52,48,16,11,0,46,5,1,0,0,0,0,0,0
1,2016/9/27 17:20,0,77,52,6,16,0,68,6,0,0,3,0,0,0,0
1,2016/9/27 17:40,0,45,77,11,6,0,44,1,0,0,0,0,0,0,0
1,2016/9/27 18:00,0,30,45,6,11,0,29,1,0,0,0,0,0,0,0
1,2016/9/27 18:20,0,18,30,5,6,0,16,2,0,0,0,0,0,0,0
1,2016/9/27 18:40,0,12,18,0,5,0,11,1,0,0,0,0,0,0,0
1,2016/9/27 19:00,0,40,12,5,0,0,37,2,0,0,1,0,0,0,0
1,2016/9/27 19:20,0,37,40,9,5,0,35,1,1,0,0,0,0,0,0
1,2016/9/27 19:40,0,55,37,3,9,0,47,5,0,0,3,0,0,0,0
1,2016/9/27 20:00,0,47,55,4,3,0,41,5,1,0,0,0,0,0,0
1,2016/9/27 20:20,0,51,47,6,4,0,44,5,0,0,1,0,1,0,0
1,2016/9/27 20:40,0,44,51,6,6,0,34,9,1,0,0,0,0,0,0
1,2016/9/27 21:00,0,34,44,6,6,0,25,8,0,0,1,0,0,0,0
1,2016/9/27 21:20,0,39,34,4,6,0,29,10,0,0,0,0,0,0,0
