time,entry_dir,no_etc,use_etc,pre_3min_dir,pre_3min_etc,pre_3min_no_etc,pre_5min_dir,pre_5min_etc,pre_5min_no_etc,pre_7min_dir,pre_7min_etc,pre_7min_no_etc,pre_10min_dir,pre_10min_etc,pre_10min_no_etc,etc_rate
2016/9/23 3:00,8,8,0,0,0,0,2,0,2,3,0,3,4,0,4,1
2016/9/23 3:20,13,12,1,2,0,2,2,0,2,2,0,2,3,0,3,0.923076923
2016/9/23 3:40,10,8,2,5,1,4,5,1,4,5,1,4,7,1,6,0.8
2016/9/23 4:00,7,7,0,1,0,1,2,0,2,2,0,2,4,1,3,1
2016/9/23 4:20,11,10,1,3,0,3,3,0,3,4,0,4,5,0,5,0.909090909
2016/9/23 4:40,15,14,1,2,0,2,5,1,4,7,1,6,7,1,6,0.933333333
2016/9/23 5:00,6,6,0,3,0,3,4,0,4,7,0,7,8,0,8,1
2016/9/23 5:20,5,4,1,0,0,0,0,0,0,0,0,0,1,0,1,0.8
2016/9/23 5:40,7,6,1,0,0,0,0,0,0,0,0,0,2,0,2,0.857142857
2016/9/23 6:00,12,10,2,2,1,1,2,1,1,4,1,3,4,1,3,0.833333333
2016/9/23 6:20,17,15,2,5,1,4,6,1,5,8,1,7,10,2,8,0.882352941
2016/9/23 6:40,32,22,10,4,1,3,5,1,4,7,1,6,10,2,8,0.6875
2016/9/23 7:00,28,25,3,6,5,1,9,5,4,12,5,7,17,5,12,0.892857143
2016/9/23 7:20,41,35,6,5,1,4,6,1,5,7,1,6,13,1,12,0.853658537
2016/9/23 7:40,42,33,9,6,2,4,9,3,6,15,3,12,20,4,16,0.785714286
2016/9/23 8:00,49,33,16,4,2,2,8,4,4,11,4,7,17,5,12,0.673469388
2016/9/23 8:20,68,46,22,7,2,5,12,4,8,16,4,12,21,8,13,0.676470588
2016/9/23 8:40,50,34,16,8,2,6,11,3,8,20,5,15,29,8,21,0.68
2016/9/23 9:00,41,25,16,4,1,3,8,2,6,14,5,9,22,8,14,0.609756098
2016/9/23 9:20,52,36,16,5,3,2,8,3,5,11,5,6,17,7,10,0.692307692
2016/9/23 9:40,44,35,9,6,1,5,12,2,10,14,3,11,21,4,17,0.795454545
2016/9/23 10:00,58,42,16,7,0,7,13,1,12,18,1,17,24,1,23,0.724137931
2016/9/23 10:20,53,47,6,5,2,3,9,3,6,15,4,11,24,5,19,0.886792453
2016/9/23 10:40,56,41,15,13,1,12,17,1,16,21,2,19,27,3,24,0.732142857
2016/9/23 11:00,56,42,14,10,3,7,17,6,11,25,9,16,32,9,23,0.75
2016/9/23 11:20,45,36,9,8,2,6,13,2,11,20,4,16,26,8,18,0.8
2016/9/23 11:40,41,26,15,7,3,4,10,4,6,12,4,8,19,5,14,0.634146341
2016/9/23 12:00,56,39,17,7,3,4,13,5,8,14,5,9,22,9,13,0.696428571
2016/9/23 12:20,51,35,16,11,4,7,14,6,8,19,8,11,29,14,15,0.68627451
2016/9/23 12:40,61,38,23,4,2,2,7,3,4,13,3,10,24,6,18,0.62295082
2016/9/23 13:00,57,42,15,7,4,3,14,7,7,24,10,14,33,12,21,0.736842105
2016/9/23 13:20,67,52,15,5,2,3,15,4,11,22,5,17,34,10,24,0.776119403
2016/9/23 13:40,45,34,11,4,0,4,11,3,8,22,6,16,32,9,23,0.755555556
2016/9/23 14:00,58,46,12,10,3,7,12,3,9,14,4,10,18,5,13,0.793103448
2016/9/23 14:20,53,41,12,7,0,7,10,0,10,14,2,12,24,5,19,0.773584906
2016/9/23 14:40,59,53,6,4,1,3,10,2,8,14,2,12,23,3,20,0.898305085
2016/9/23 15:00,47,33,14,8,1,7,16,1,15,24,2,22,27,3,24,0.70212766
2016/9/23 15:20,66,48,18,7,4,3,7,4,3,14,6,8,18,7,11,0.727272727
2016/9/23 15:40,78,53,25,7,4,3,17,7,10,21,9,12,31,11,20,0.679487179
2016/9/23 16:00,76,53,23,19,4,15,23,5,18,32,8,24,42,12,30,0.697368421
2016/9/23 16:20,86,58,28,10,3,7,17,6,11,26,9,17,41,12,29,0.674418605
2016/9/23 16:40,44,25,19,11,4,7,22,6,16,35,9,26,46,11,35,0.568181818
2016/9/23 17:00,45,36,9,5,2,3,9,3,6,12,4,8,16,5,11,0.8
2016/9/23 17:20,38,31,7,4,1,3,10,3,7,14,5,9,21,6,15,0.815789474
2016/9/23 17:40,46,35,11,6,2,4,13,2,11,17,3,14,20,5,15,0.760869565
2016/9/23 18:00,40,27,13,9,1,8,13,2,11,22,2,20,27,3,24,0.675
2016/9/23 18:20,45,31,14,4,1,3,6,2,4,10,4,6,13,5,8,0.688888889
2016/9/23 18:40,32,27,5,5,3,2,11,6,5,14,8,6,22,10,12,0.84375
2016/9/23 19:00,29,24,5,3,0,3,7,0,7,13,1,12,22,4,18,0.827586207
2016/9/23 19:20,23,16,7,5,0,5,10,1,9,14,2,12,16,2,14,0.695652174
2016/9/23 19:40,32,24,8,3,1,2,4,1,3,5,1,4,9,1,8,0.75
2016/9/23 20:00,27,18,9,6,1,5,9,1,8,13,3,10,16,3,13,0.666666667
2016/9/23 20:20,25,15,10,4,1,3,4,1,3,9,1,8,12,1,11,0.6
2016/9/23 20:40,28,23,5,4,1,3,8,1,7,10,3,7,13,5,8,0.821428571
2016/9/23 21:00,15,10,5,9,2,7,12,2,10,14,3,11,17,4,13,0.666666667
2016/9/23 21:20,25,21,4,4,1,3,4,1,3,5,2,3,6,2,4,0.84
2016/9/23 21:40,21,18,3,3,0,3,8,1,7,12,1,11,15,1,14,0.857142857
2016/9/23 22:00,21,17,4,2,1,1,3,1,2,8,3,5,12,3,9,0.80952381
2016/9/23 22:20,9,6,3,1,0,1,4,0,4,8,1,7,10,2,8,0.666666667
2016/9/23 22:40,12,9,3,1,0,1,1,0,1,3,1,2,6,3,3,0.75
2016/9/23 23:00,4,3,1,1,0,1,3,1,2,5,1,4,6,1,5,0.75
2016/9/23 23:20,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016/9/23 23:40,6,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0.666666667
2016/9/24 0:00,9,8,1,2,0,2,2,0,2,2,0,2,2,0,2,0.888888889
2016/9/24 0:20,12,11,1,1,0,1,2,0,2,2,0,2,6,0,6,0.916666667
2016/9/24 0:40,6,5,1,2,0,2,2,0,2,4,0,4,6,0,6,0.833333333
2016/9/24 1:00,14,13,1,0,0,0,0,0,0,1,0,1,2,0,2,0.928571429
2016/9/24 1:20,6,5,1,2,0,2,4,0,4,7,0,7,10,0,10,0.833333333
2016/9/24 1:40,10,10,0,2,0,2,3,1,2,4,1,3,6,1,5,1
2016/9/24 2:00,10,8,2,2,0,2,3,0,3,3,0,3,5,0,5,0.8
2016/9/24 2:20,4,3,1,4,0,4,4,0,4,4,0,4,6,1,5,0.75
2016/9/24 2:40,8,7,1,1,0,1,1,0,1,2,0,2,2,0,2,0.875
2016/9/24 3:00,11,8,3,1,0,1,2,0,2,2,0,2,5,1,4,0.727272727
2016/9/24 3:20,10,9,1,0,0,0,1,0,1,1,0,1,4,2,2,0.9
2016/9/24 3:40,14,11,3,1,0,1,2,0,2,2,0,2,3,0,3,0.785714286
2016/9/24 4:00,6,6,0,3,1,2,5,1,4,6,2,4,8,3,5,1
2016/9/24 4:20,11,11,0,3,0,3,3,0,3,3,0,3,5,0,5,1
2016/9/24 4:40,20,19,1,1,0,1,4,0,4,5,0,5,7,0,7,0.95
2016/9/24 5:00,4,4,0,1,0,1,6,1,5,11,1,10,16,1,15,1
2016/9/24 5:20,5,5,0,0,0,0,1,0,1,1,0,1,1,0,1,1
2016/9/24 5:40,9,9,0,1,0,1,1,0,1,2,0,2,2,0,2,1
2016/9/24 6:00,8,7,1,3,0,3,4,0,4,5,0,5,5,0,5,0.875
2016/9/24 6:20,19,13,6,1,0,1,1,0,1,2,1,1,4,1,3,0.684210526
2016/9/24 6:40,24,17,7,1,0,1,3,0,3,9,2,7,12,2,10,0.708333333
2016/9/24 7:00,28,21,7,5,1,4,8,2,6,10,2,8,16,4,12,0.75
2016/9/24 7:20,33,24,9,10,1,9,13,3,10,15,3,12,18,4,14,0.727272727
2016/9/24 7:40,35,30,5,6,1,5,10,4,6,12,4,8,16,6,10,0.857142857
2016/9/24 8:00,43,31,12,11,2,9,14,2,12,19,3,16,20,3,17,0.720930233
2016/9/24 8:20,64,47,17,6,1,5,12,3,9,16,3,13,22,5,17,0.734375
2016/9/24 8:40,71,50,21,9,2,7,18,4,14,24,4,20,35,5,30,0.704225352
2016/9/24 9:00,52,39,13,8,2,6,14,4,10,25,6,19,39,12,27,0.75
2016/9/24 9:20,68,47,21,5,2,3,7,2,5,10,3,7,16,3,13,0.691176471
2016/9/24 9:40,66,45,21,15,5,10,23,5,18,29,9,20,43,11,32,0.681818182
2016/9/24 10:00,56,46,10,12,4,8,23,10,13,31,11,20,43,15,28,0.821428571
2016/9/24 10:20,70,60,10,8,2,6,11,3,8,15,5,10,32,9,23,0.857142857
2016/9/24 10:40,54,42,12,6,1,5,15,3,12,23,4,19,33,5,28,0.777777778
2016/9/24 11:00,54,41,13,5,1,4,10,2,8,13,2,11,25,5,20,0.759259259
2016/9/24 11:20,58,48,10,9,2,7,17,4,13,23,5,18,29,6,23,0.827586207
2016/9/24 11:40,47,41,6,12,2,10,20,3,17,28,4,24,38,5,33,0.872340426
2016/9/24 12:00,49,37,12,7,0,7,13,1,12,22,3,19,29,4,25,0.755102041
2016/9/24 12:20,31,23,8,10,3,7,14,4,10,19,5,14,25,6,19,0.741935484
2016/9/24 12:40,55,42,13,9,2,7,14,6,8,15,6,9,19,7,12,0.763636364
2016/9/24 13:00,41,31,10,11,4,7,12,4,8,18,6,12,27,6,21,0.756097561
2016/9/24 13:20,42,32,10,5,0,5,12,1,11,15,2,13,17,2,15,0.761904762
2016/9/24 13:40,64,36,28,6,1,5,8,1,7,13,4,9,21,4,17,0.5625
2016/9/24 14:00,56,35,21,15,6,9,19,7,12,25,11,14,30,15,15,0.625
2016/9/24 14:20,55,40,15,11,3,8,14,5,9,23,9,14,35,13,22,0.727272727
2016/9/24 14:40,78,59,19,12,4,8,21,5,16,27,6,21,27,6,21,0.756410256
2016/9/24 15:00,55,43,12,10,1,9,21,3,18,27,4,23,36,6,30,0.781818182
2016/9/24 15:20,63,48,15,7,1,6,13,3,10,16,4,12,24,7,17,0.761904762
2016/9/24 15:40,66,46,20,9,2,7,14,3,11,21,5,16,29,8,21,0.696969697
2016/9/24 16:00,81,67,14,11,5,6,21,11,10,32,13,19,37,13,24,0.827160494
2016/9/24 16:20,59,45,14,5,0,5,8,0,8,19,1,18,32,3,29,0.762711864
2016/9/24 16:40,48,29,19,9,1,8,14,2,12,16,3,13,25,6,19,0.604166667
2016/9/24 17:00,73,50,23,4,2,2,7,4,3,12,7,5,15,7,8,0.684931507
2016/9/24 17:20,55,39,16,19,6,13,23,8,15,28,10,18,37,12,25,0.709090909
2016/9/24 17:40,32,24,8,4,2,2,6,2,4,12,5,7,24,7,17,0.75
2016/9/24 18:00,42,35,7,4,2,2,7,2,5,10,4,6,10,4,6,0.833333333
2016/9/24 18:20,35,32,3,4,0,4,7,1,6,11,1,10,22,2,20,0.914285714
2016/9/24 18:40,54,47,7,9,0,9,12,1,11,17,2,15,21,2,19,0.87037037
2016/9/24 19:00,32,20,12,9,0,9,15,0,15,22,2,20,31,2,29,0.625
2016/9/24 19:20,47,42,5,7,3,4,8,3,5,10,4,6,15,8,7,0.893617021
2016/9/24 19:40,21,18,3,4,0,4,9,2,7,15,4,11,21,4,17,0.857142857
2016/9/24 20:00,23,16,7,4,2,2,5,2,3,8,2,6,11,2,9,0.695652174
2016/9/24 20:20,28,23,5,1,0,1,3,0,3,6,1,5,8,1,7,0.821428571
2016/9/24 20:40,30,20,10,3,0,3,3,0,3,7,0,7,11,1,10,0.666666667
2016/9/24 21:00,23,14,9,7,3,4,9,5,4,13,6,7,17,7,10,0.608695652
2016/9/24 21:20,23,19,4,4,2,2,5,3,2,6,4,2,7,4,3,0.826086957
2016/9/24 21:40,16,13,3,3,2,1,6,2,4,7,2,5,11,3,8,0.8125
2016/9/24 22:00,16,14,2,3,1,2,7,3,4,7,3,4,9,3,6,0.875
2016/9/24 22:20,13,10,3,3,0,3,4,0,4,8,1,7,10,1,9,0.769230769
2016/9/24 22:40,15,14,1,0,0,0,1,1,0,4,2,2,5,3,2,0.933333333
2016/9/24 23:00,6,5,1,0,0,0,1,0,1,2,0,2,6,0,6,0.833333333
2016/9/24 23:20,10,8,2,1,0,1,2,0,2,3,1,2,3,1,2,0.8
2016/9/24 23:40,4,2,2,2,0,2,4,0,4,4,0,4,4,0,4,0.5
2016/9/25 0:00,14,14,0,0,0,0,1,0,1,1,0,1,2,1,1,1
2016/9/25 0:20,8,7,1,3,0,3,6,0,6,6,0,6,8,0,8,0.875
2016/9/25 0:40,7,6,1,1,1,0,1,1,0,1,1,0,2,1,1,0.857142857
2016/9/25 1:00,8,8,0,1,0,1,2,0,2,2,0,2,2,0,2,1
2016/9/25 1:20,6,6,0,1,0,1,1,0,1,1,0,1,3,0,3,1
2016/9/25 1:40,2,2,0,3,0,3,3,0,3,3,0,3,3,0,3,1
2016/9/25 2:00,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0.8
2016/9/25 2:20,10,8,2,1,0,1,2,0,2,3,0,3,3,0,3,0.8
2016/9/25 2:40,8,8,0,2,1,1,2,1,1,2,1,1,3,1,2,1
2016/9/25 3:00,5,5,0,0,0,0,0,0,0,1,0,1,4,0,4,1
2016/9/25 3:20,6,6,0,0,0,0,0,0,0,0,0,0,1,0,1,1
2016/9/25 3:40,11,9,2,0,0,0,1,0,1,1,0,1,2,0,2,0.818181818
2016/9/25 4:00,7,7,0,3,0,3,3,0,3,4,1,3,6,1,5,1
2016/9/25 4:20,7,6,1,0,0,0,2,0,2,3,0,3,7,0,7,0.857142857
2016/9/25 4:40,13,13,0,1,0,1,2,0,2,2,0,2,4,1,3,1
2016/9/25 5:00,9,7,2,3,0,3,4,0,4,4,0,4,4,0,4,0.777777778
2016/9/25 5:20,6,5,1,0,0,0,0,0,0,1,0,1,2,0,2,0.833333333
2016/9/25 5:40,8,5,3,2,0,2,4,0,4,4,0,4,4,0,4,0.625
2016/9/25 6:00,10,9,1,0,0,0,1,0,1,1,0,1,5,1,4,0.9
2016/9/25 6:20,12,9,3,1,0,1,4,0,4,5,1,4,6,1,5,0.75
2016/9/25 6:40,26,21,5,2,0,2,2,0,2,3,1,2,5,1,4,0.807692308
2016/9/25 7:00,20,16,4,3,1,2,5,1,4,6,2,4,14,3,11,0.8
2016/9/25 7:20,22,18,4,3,0,3,4,1,3,6,1,5,10,3,7,0.818181818
2016/9/25 7:40,33,25,8,5,2,3,7,2,5,14,3,11,17,4,13,0.757575758
2016/9/25 8:00,35,28,7,8,2,6,11,3,8,13,4,9,20,4,16,0.8
2016/9/25 8:20,40,30,10,5,0,5,8,1,7,11,2,9,14,2,12,0.75
2016/9/25 8:40,50,35,15,9,4,5,15,4,11,18,5,13,22,5,17,0.7
2016/9/25 9:00,41,32,9,4,0,4,13,5,8,14,6,8,27,8,19,0.780487805
2016/9/25 9:20,42,34,8,10,1,9,13,2,11,17,4,13,22,4,18,0.80952381
2016/9/25 9:40,49,40,9,2,1,1,9,3,6,11,4,7,18,6,12,0.816326531
2016/9/25 10:00,50,38,12,12,2,10,18,3,15,26,3,23,30,4,26,0.76
2016/9/25 10:20,47,33,14,9,3,6,16,3,13,18,3,15,25,7,18,0.70212766
2016/9/25 10:40,55,45,10,10,4,6,12,4,8,13,5,8,25,9,16,0.818181818
2016/9/25 11:00,55,41,14,12,1,11,19,4,15,23,5,18,31,8,23,0.745454545
2016/9/25 11:20,54,43,11,7,3,4,12,3,9,21,5,16,28,6,22,0.796296296
2016/9/25 11:40,29,16,13,8,2,6,15,3,12,19,4,15,29,5,24,0.551724138
2016/9/25 12:00,47,35,12,2,2,0,5,5,0,8,7,1,11,7,4,0.744680851
2016/9/25 12:20,58,40,18,8,2,6,12,4,8,17,6,11,22,8,14,0.689655172
2016/9/25 12:40,46,32,14,17,6,11,18,7,11,20,9,11,29,13,16,0.695652174
2016/9/25 13:00,57,39,18,8,1,7,14,2,12,17,2,15,27,9,18,0.684210526
2016/9/25 13:20,56,40,16,12,2,10,16,4,12,18,5,13,28,9,19,0.714285714
2016/9/25 13:40,60,42,18,6,0,6,11,0,11,15,2,13,28,8,20,0.7
2016/9/25 14:00,72,51,21,6,3,3,11,4,7,19,5,14,27,6,21,0.708333333
2016/9/25 14:20,59,39,20,13,3,10,21,6,15,25,8,17,34,10,24,0.661016949
2016/9/25 14:40,85,61,24,20,8,12,22,8,14,27,8,19,35,12,23,0.717647059
2016/9/25 15:00,65,50,15,19,4,15,22,4,18,31,7,24,45,13,32,0.769230769
2016/9/25 15:20,61,45,16,9,4,5,17,6,11,23,7,16,32,7,25,0.737704918
2016/9/25 15:40,52,41,11,11,6,5,18,7,11,23,7,16,34,12,22,0.788461538
2016/9/25 16:00,70,51,19,6,0,6,13,2,11,17,3,14,23,4,19,0.728571429
2016/9/25 16:20,63,40,23,10,2,8,17,4,13,24,6,18,35,8,27,0.634920635
2016/9/25 16:40,73,55,18,7,2,5,11,4,7,24,10,14,33,13,20,0.753424658
2016/9/25 17:00,63,43,20,11,4,7,18,7,11,25,7,18,39,10,29,0.682539683
2016/9/25 17:20,49,37,12,12,5,7,17,6,11,25,11,14,36,15,21,0.755102041
2016/9/25 17:40,42,34,8,8,3,5,13,5,8,18,5,13,26,9,17,0.80952381
2016/9/25 18:00,56,41,15,3,0,3,6,0,6,11,1,10,19,2,17,0.732142857
2016/9/25 18:20,38,22,16,4,1,3,11,2,9,16,3,13,25,5,20,0.578947368
2016/9/25 18:40,31,25,6,6,2,4,7,3,4,10,3,7,17,6,11,0.806451613
2016/9/25 19:00,37,19,18,2,1,1,4,2,2,6,2,4,10,2,8,0.513513514
2016/9/25 19:20,42,24,18,8,6,2,16,10,6,19,10,9,20,11,9,0.571428571
2016/9/25 19:40,28,21,7,9,4,5,14,5,9,17,7,10,31,11,20,0.75
2016/9/25 20:00,35,23,12,2,1,1,4,2,2,9,5,4,13,6,7,0.657142857
2016/9/25 20:20,28,20,8,1,1,0,9,4,5,15,6,9,23,8,15,0.714285714
2016/9/25 20:40,22,16,6,5,1,4,6,2,4,9,3,6,13,4,9,0.727272727
2016/9/25 21:00,23,16,7,5,1,4,5,1,4,8,2,6,13,3,10,0.695652174
2016/9/25 21:20,19,14,5,3,1,2,4,1,3,6,1,5,8,1,7,0.736842105
2016/9/25 21:40,18,13,5,0,0,0,2,2,0,6,3,3,8,3,5,0.722222222
2016/9/25 22:00,16,12,4,4,2,2,5,2,3,6,2,4,9,2,7,0.75
2016/9/25 22:20,17,15,2,2,0,2,4,1,3,5,1,4,5,1,4,0.882352941
2016/9/25 22:40,13,11,2,2,0,2,6,0,6,8,0,8,10,0,10,0.846153846
2016/9/25 23:00,10,9,1,2,0,2,4,1,3,7,1,6,8,1,7,0.9
2016/9/25 23:20,13,12,1,2,0,2,2,0,2,3,0,3,4,0,4,0.923076923
2016/9/25 23:40,9,6,3,0,0,0,1,0,1,2,0,2,2,0,2,0.666666667
2016/9/26 0:00,9,7,2,1,1,0,3,1,2,3,1,2,6,2,4,0.777777778
2016/9/26 0:20,6,5,1,1,0,1,3,1,2,4,1,3,5,1,4,0.833333333
2016/9/26 0:40,11,11,0,2,0,2,2,0,2,4,1,3,5,1,4,1
2016/9/26 1:00,2,2,0,2,0,2,2,0,2,3,0,3,4,0,4,1
2016/9/26 1:20,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.5
2016/9/26 1:40,7,7,0,1,1,0,1,1,0,1,1,0,2,1,1,1
2016/9/26 2:00,8,7,1,0,0,0,0,0,0,1,0,1,2,0,2,0.875
2016/9/26 2:20,9,8,1,1,0,1,1,0,1,1,0,1,1,0,1,0.888888889
2016/9/26 2:40,5,5,0,1,0,1,4,0,4,4,0,4,4,0,4,1
2016/9/26 3:00,9,7,2,1,0,1,3,0,3,3,0,3,3,0,3,0.777777778
2016/9/26 3:20,6,5,1,0,0,0,2,1,1,4,1,3,4,1,3,0.833333333
2016/9/26 3:40,8,8,0,0,0,0,0,0,0,0,0,0,2,0,2,1
2016/9/26 4:00,7,7,0,1,0,1,2,0,2,3,0,3,5,0,5,1
2016/9/26 4:20,13,13,0,0,0,0,2,0,2,3,0,3,3,0,3,1
2016/9/26 4:40,13,12,1,3,0,3,4,0,4,5,0,5,7,0,7,0.923076923
2016/9/26 5:00,6,6,0,0,0,0,3,0,3,3,0,3,6,0,6,1
2016/9/26 5:20,4,3,1,2,0,2,2,0,2,3,0,3,4,0,4,0.75
2016/9/26 5:40,10,10,0,1,0,1,1,0,1,1,0,1,3,1,2,1
2016/9/26 6:00,13,11,2,2,0,2,4,0,4,4,0,4,5,0,5,0.846153846
2016/9/26 6:20,23,16,7,2,0,2,4,0,4,4,0,4,7,1,6,0.695652174
2016/9/26 6:40,39,25,14,5,1,4,7,2,5,10,3,7,12,3,9,0.641025641
2016/9/26 7:00,44,32,12,7,3,4,12,5,7,18,7,11,25,9,16,0.727272727
2016/9/26 7:20,39,29,10,4,1,3,12,2,10,16,3,13,19,4,15,0.743589744
2016/9/26 7:40,46,27,19,5,3,2,11,5,6,15,6,9,19,7,12,0.586956522
2016/9/26 8:00,49,34,15,10,5,5,15,7,8,18,9,9,24,12,12,0.693877551
2016/9/26 8:20,52,37,15,11,6,5,15,8,7,17,9,8,22,10,12,0.711538462
2016/9/26 8:40,45,30,15,10,2,8,19,4,15,20,5,15,26,5,21,0.666666667
2016/9/26 9:00,48,34,14,4,2,2,6,2,4,13,4,9,17,5,12,0.708333333
2016/9/26 9:20,52,38,14,6,1,5,12,4,8,18,5,13,25,6,19,0.730769231
2016/9/26 9:40,51,44,7,7,1,6,11,2,9,15,3,12,25,4,21,0.862745098
2016/9/26 10:00,47,34,13,10,1,9,15,2,13,20,3,17,30,3,27,0.723404255
2016/9/26 10:20,52,37,15,6,1,5,9,2,7,15,3,12,19,4,15,0.711538462
2016/9/26 10:40,36,31,5,9,2,7,11,3,8,16,4,12,23,5,18,0.861111111
2016/9/26 11:00,36,23,13,8,0,8,12,0,12,14,1,13,19,1,18,0.638888889
2016/9/26 11:20,35,31,4,6,1,5,10,3,7,12,3,9,17,4,13,0.885714286
2016/9/26 11:40,52,38,14,8,1,7,11,2,9,14,2,12,20,2,18,0.730769231
2016/9/26 12:00,48,40,8,15,4,11,19,4,15,21,5,16,29,9,20,0.833333333
2016/9/26 12:20,37,29,8,3,0,3,7,0,7,11,1,10,15,1,14,0.783783784
2016/9/26 12:40,48,31,17,7,2,5,11,2,9,13,3,10,18,4,14,0.645833333
2016/9/26 13:00,54,39,15,11,4,7,15,5,10,18,6,12,32,11,21,0.722222222
2016/9/26 13:20,49,36,13,7,1,6,12,1,11,18,3,15,24,3,21,0.734693878
2016/9/26 13:40,49,32,17,10,0,10,13,2,11,19,4,15,23,6,17,0.653061224
2016/9/26 14:00,44,33,11,6,3,3,11,5,6,19,8,11,27,11,16,0.75
2016/9/26 14:20,29,18,11,4,1,3,9,3,6,14,4,10,21,5,16,0.620689655
2016/9/26 14:40,63,44,19,6,3,3,8,4,4,9,4,5,13,6,7,0.698412698
2016/9/26 15:00,33,26,7,9,2,7,15,6,9,21,9,12,32,11,21,0.787878788
2016/9/26 15:20,51,40,11,6,1,5,8,1,7,11,1,10,13,1,12,0.784313725
2016/9/26 15:40,43,35,8,12,2,10,21,5,16,24,5,19,30,6,24,0.813953488
2016/9/26 16:00,44,30,14,7,1,6,13,2,11,17,3,14,19,4,15,0.681818182
2016/9/26 16:20,56,40,16,5,3,2,9,3,6,12,4,8,19,8,11,0.714285714
2016/9/26 16:40,46,33,13,4,0,4,10,3,7,18,6,12,24,8,16,0.717391304
2016/9/26 17:00,47,35,12,1,0,1,9,4,5,14,5,9,19,6,13,0.744680851
2016/9/26 17:20,42,32,10,4,1,3,9,2,7,16,6,10,18,6,12,0.761904762
2016/9/26 17:40,30,19,11,1,1,0,4,2,2,11,3,8,20,7,13,0.633333333
2016/9/26 18:00,33,16,17,6,2,4,11,4,7,14,7,7,16,7,9,0.484848485
2016/9/26 18:20,22,18,4,4,1,3,7,2,5,7,2,5,9,3,6,0.818181818
2016/9/26 18:40,29,21,8,4,1,3,5,1,4,7,1,6,11,1,10,0.724137931
2016/9/26 19:00,31,22,9,4,1,3,8,3,5,11,3,8,13,3,10,0.709677419
2016/9/26 19:20,15,14,1,3,2,1,6,4,2,6,4,2,15,6,9,0.933333333
2016/9/26 19:40,22,18,4,3,0,3,4,0,4,7,1,6,10,1,9,0.818181818
2016/9/26 20:00,19,17,2,5,0,5,7,0,7,9,1,8,13,2,11,0.894736842
2016/9/26 20:20,19,13,6,5,0,5,5,0,5,5,0,5,8,1,7,0.684210526
2016/9/26 20:40,24,15,9,3,1,2,7,2,5,8,2,6,10,2,8,0.625
2016/9/26 21:00,14,12,2,3,2,1,5,3,2,6,3,3,8,5,3,0.857142857
2016/9/26 21:20,19,16,3,2,0,2,4,1,3,5,1,4,6,1,5,0.842105263
2016/9/26 21:40,10,4,6,3,0,3,5,0,5,5,0,5,8,1,7,0.4
2016/9/26 22:00,10,8,2,1,1,0,1,1,0,2,2,0,3,3,0,0.8
2016/9/26 22:20,12,8,4,0,0,0,1,0,1,1,0,1,3,1,2,0.666666667
2016/9/26 22:40,5,4,1,2,0,2,2,0,2,2,0,2,5,2,3,0.8
2016/9/26 23:00,3,1,2,2,0,2,2,0,2,2,0,2,3,1,2,0.333333333
2016/9/26 23:20,6,3,3,1,0,1,1,0,1,1,0,1,1,0,1,0.5
2016/9/26 23:40,4,4,0,0,0,0,0,0,0,0,0,0,1,0,1,1
2016/9/27 0:00,12,11,1,1,0,1,2,0,2,2,0,2,2,0,2,0.916666667
2016/9/27 0:20,20,19,1,1,0,1,3,0,3,3,0,3,8,0,8,0.95
2016/9/27 0:40,8,8,0,4,0,4,5,0,5,7,0,7,12,1,11,1
2016/9/27 1:00,5,5,0,0,0,0,2,0,2,2,0,2,2,0,2,1
2016/9/27 1:20,8,7,1,1,0,1,1,0,1,1,0,1,1,0,1,0.875
2016/9/27 1:40,6,5,1,2,1,1,4,1,3,4,1,3,5,1,4,0.833333333
2016/9/27 2:00,7,6,1,0,0,0,0,0,0,2,1,1,2,1,1,0.857142857
2016/9/27 2:20,5,4,1,2,0,2,3,1,2,4,1,3,4,1,3,0.8
2016/9/27 2:40,8,8,0,1,0,1,1,0,1,1,0,1,2,0,2,1
2016/9/27 3:00,9,8,1,1,0,1,3,0,3,3,0,3,4,0,4,0.888888889
2016/9/27 3:20,7,7,0,0,0,0,2,0,2,3,0,3,3,0,3,1
2016/9/27 3:40,6,6,0,0,0,0,0,0,0,1,0,1,1,0,1,1
2016/9/27 4:00,16,16,0,1,0,1,2,0,2,2,0,2,2,0,2,1
2016/9/27 4:20,11,10,1,1,0,1,1,0,1,2,0,2,4,0,4,0.909090909
2016/9/27 4:40,16,15,1,2,0,2,3,1,2,5,1,4,8,1,7,0.9375
2016/9/27 5:00,6,4,2,6,1,5,7,1,6,8,1,7,9,1,8,0.666666667
2016/9/27 5:20,4,3,1,0,0,0,0,0,0,1,1,0,1,1,0,0.75
2016/9/27 5:40,10,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0.8
2016/9/27 6:00,12,9,3,1,0,1,3,0,3,3,0,3,4,0,4,0.75
2016/9/27 6:20,20,19,1,5,0,5,5,0,5,8,1,7,9,1,8,0.95
2016/9/27 6:40,35,27,8,2,0,2,6,1,5,8,1,7,13,1,12,0.771428571
